332	116.0	8.043103448275861
452	196.0	4.780612244897959
480	60.0	15.433333333333334
791	25.0	36.6
204	19.0	45.36842105263158
145	185.0	5.0864864864864865
260	12.0	57.333333333333336
931	61.0	15.311475409836065
600	89.0	9.112359550561798
859	39.0	22.102564102564102
814	35.0	22.857142857142858
585	80.0	10.15
592	360.0	2.6194444444444445
849	23.0	35.21739130434783
137	24.0	35.5
466	101.0	9.297029702970297
438	29.0	31.137931034482758
581	28.0	29.928571428571427
176	42.0	21.761904761904763
494	47.0	19.893617021276597
748	108.0	8.685185185185185
158	99.0	9.202020202020202
312	130.0	6.138461538461539
485	26.0	32.73076923076923
343	157.0	5.987261146496815
891	47.0	19.127659574468087
398	130.0	6.1692307692307695
939	49.0	17.571428571428573
870	269.0	3.5018587360594795
881	259.0	3.629343629343629
122	34.0	21.529411764705884
183	30.0	27.2
291	173.0	5.271676300578035
732	20.0	41.7
825	145.0	6.468965517241379
518	73.0	12.356164383561644
882	137.0	6.759124087591241
406	274.0	3.3576642335766422
901	124.0	7.379032258064516
555	52.0	17.98076923076923
154	27.0	31.88888888888889
173	27.0	27.814814814814813
232	47.0	19.72340425531915
820	21.0	39.61904761904762
885	102.0	8.931372549019608
271	161.0	5.770186335403727
196	21.0	36.38095238095238
369	17.0	47.35294117647059
541	133.0	6.81203007518797
165	18.0	46.44444444444444
492	55.0	15.709090909090909
591	84.0	10.988095238095237
103	15.0	55.0
110	82.0	11.060975609756097
670	46.0	17.26086956521739
756	109.0	8.513761467889909
862	165.0	5.612121212121212
159	69.0	13.202898550724637
649	24.0	34.083333333333336
681	22.0	37.5
394	125.0	7.384
917	35.0	25.457142857142856
818	21.0	40.142857142857146
720	30.0	26.966666666666665
2	40.0	23.275
680	38.0	24.105263157894736
488	154.0	6.116883116883117
736	24.0	36.708333333333336
884	43.0	21.093023255813954
108	17.0	50.294117647058826
656	24.0	32.25
469	43.0	18.767441860465116
335	13.0	56.69230769230769
727	322.0	2.906832298136646
903	136.0	6.830882352941177
188	58.0	15.862068965517242
217	37.0	22.594594594594593
910	60.0	15.633333333333333
922	127.0	7.25984251968504
868	208.0	4.269230769230769
309	11.0	61.36363636363637
752	73.0	12.26027397260274
794	39.0	23.28205128205128
478	113.0	8.247787610619469
85	159.0	5.849056603773585
651	21.0	41.095238095238095
357	52.0	16.346153846153847
389	202.0	4.633663366336633
636	20.0	43.3
778	65.0	12.446153846153846
386	18.0	41.833333333333336
734	64.0	14.34375
801	26.0	31.73076923076923
667	47.0	19.170212765957448
367	35.0	24.142857142857142
551	334.0	2.820359281437126
253	56.0	16.107142857142858
306	15.0	53.2
888	20.0	42.1
152	70.0	12.342857142857143
642	318.0	2.949685534591195
631	20.0	40.85
193	61.0	15.278688524590164
220	10.0	76.4
894	245.0	3.8489795918367347
831	73.0	12.863013698630137
739	35.0	26.0
280	147.0	6.312925170068027
383	52.0	17.173076923076923
811	21.0	39.333333333333336
853	41.0	21.317073170731707
533	260.0	3.6192307692307693
595	96.0	9.708333333333334
205	10.0	78.5
379	136.0	6.786764705882353
423	51.0	17.725490196078432
797	26.0	34.69230769230769
919	217.0	4.345622119815668
847	146.0	6.342465753424658
544	31.0	28.032258064516128
588	225.0	4.182222222222222
163	13.0	61.76923076923077
166	10.0	71.3
715	167.0	5.401197604790419
924	82.0	11.414634146341463
843	204.0	4.5931372549019605
621	171.0	5.461988304093567
139	15.0	52.733333333333334
320	79.0	11.481012658227849
445	122.0	7.704918032786885
366	17.0	37.35294117647059
440	48.0	18.25
940	107.0	8.794392523364486
857	22.0	38.0
34	10.0	65.9
39	13.0	61.69230769230769
270	72.0	11.944444444444445
322	27.0	31.62962962962963
743	35.0	26.571428571428573
184	133.0	6.87218045112782
255	46.0	19.41304347826087
356	15.0	54.2
409	155.0	6.012903225806451
626	32.0	27.125
76	45.0	18.22222222222222
104	63.0	14.793650793650794
240	15.0	49.2
298	78.0	11.448717948717949
668	46.0	20.23913043478261
937	40.0	23.15
64	109.0	8.63302752293578
69	38.0	24.157894736842106
78	14.0	57.0
237	27.0	30.11111111111111
290	79.0	10.91139240506329
759	32.0	28.75
664	166.0	5.608433734939759
512	21.0	43.23809523809524
377	20.0	44.1
391	95.0	9.789473684210526
146	19.0	43.10526315789474
548	155.0	6.083870967741936
584	24.0	35.166666666666664
700	21.0	34.904761904761905
511	24.0	33.166666666666664
428	48.0	18.375
928	32.0	28.4375
846	405.0	2.3012345679012345
278	12.0	67.16666666666667
506	242.0	3.8677685950413223
570	22.0	37.81818181818182
754	34.0	25.676470588235293
73	34.0	25.970588235294116
669	100.0	9.4
203	22.0	39.95454545454545
611	42.0	19.952380952380953
182	14.0	52.214285714285715
691	32.0	27.5
497	279.0	3.3763440860215055
448	35.0	23.885714285714286
503	160.0	5.8125
721	168.0	5.607142857142857
566	149.0	6.214765100671141
127	11.0	69.18181818181819
195	49.0	17.755102040816325
907	147.0	6.401360544217687
925	32.0	25.375
671	124.0	7.370967741935484
387	210.0	4.438095238095238
105	16.0	48.0625
370	56.0	16.517857142857142
815	183.0	4.994535519125683
563	30.0	29.166666666666668
359	14.0	62.357142857142854
610	75.0	12.493333333333334
95	157.0	5.598726114649682
690	115.0	7.547826086956522
416	417.0	2.261390887290168
812	20.0	41.6
701	33.0	27.96969696969697
221	83.0	11.204819277108435
900	45.0	19.733333333333334
281	17.0	47.05882352941177
763	129.0	7.1395348837209305
707	236.0	3.957627118644068
520	23.0	38.47826086956522
175	23.0	33.21739130434783
307	54.0	16.703703703703702
768	64.0	14.640625
363	209.0	4.507177033492823
865	66.0	13.909090909090908
552	84.0	11.142857142857142
157	27.0	33.81481481481482
647	58.0	15.637931034482758
15	60.0	15.333333333333334
128	102.0	9.058823529411764
395	46.0	20.434782608695652
129	15.0	49.4
662	23.0	37.08695652173913
417	303.0	3.112211221122112
765	23.0	37.608695652173914
515	40.0	21.95
713	30.0	25.633333333333333
930	63.0	14.873015873015873
45	29.0	28.379310344827587
789	33.0	27.757575757575758
124	14.0	49.785714285714285
457	269.0	3.449814126394052
143	15.0	56.13333333333333
790	231.0	4.064935064935065
816	25.0	33.12
51	16.0	42.8125
229	15.0	48.06666666666667
792	47.0	15.702127659574469
198	106.0	8.622641509433961
360	69.0	13.507246376811594
909	26.0	32.30769230769231
834	54.0	17.38888888888889
758	357.0	2.641456582633053
760	41.0	22.317073170731707
215	50.0	18.44
482	26.0	35.15384615384615
429	364.0	2.587912087912088
724	85.0	10.51764705882353
615	103.0	9.067961165048544
70	77.0	11.909090909090908
287	28.0	30.928571428571427
705	114.0	8.035087719298245
341	12.0	27.666666666666668
943	168.0	4.803571428571429
162	20.0	41.15
345	134.0	7.022388059701493
403	47.0	18.872340425531913
415	21.0	41.19047619047619
578	24.0	36.083333333333336
