452	206.0	164.64563106796118
332	183.0	174.43715846994536
480	60.0	215.35
204	42.0	200.3095238095238
791	25.0	273.52
931	61.0	200.91803278688525
260	24.0	162.66666666666666
145	316.0	131.79746835443038
859	39.0	157.7948717948718
600	89.0	154.7078651685393
592	360.0	144.0861111111111
849	23.0	207.2608695652174
137	47.0	242.2340425531915
585	80.0	74.0625
466	101.0	200.04950495049505
814	35.0	144.14285714285714
438	33.0	250.5151515151515
176	63.0	200.77777777777777
494	47.0	261.7659574468085
581	28.0	193.07142857142858
343	237.0	165.9493670886076
748	108.0	226.17592592592592
891	47.0	200.74468085106383
485	26.0	202.69230769230768
312	223.0	131.90582959641256
158	173.0	171.80346820809248
398	172.0	175.92441860465115
870	269.0	149.3828996282528
881	259.0	165.36679536679537
183	53.0	194.47169811320754
939	49.0	165.53061224489795
291	296.0	126.90878378378379
122	61.0	134.21311475409837
518	73.0	173.31506849315068
732	20.0	204.85
825	145.0	159.98620689655172
901	124.0	184.21774193548387
882	137.0	205.61313868613138
406	342.0	143.14327485380116
555	52.0	231.90384615384616
232	93.0	212.2688172043011
173	43.0	169.4418604651163
154	51.0	211.05882352941177
885	102.0	195.2843137254902
271	278.0	165.1726618705036
820	21.0	234.8095238095238
369	22.0	177.45454545454547
196	39.0	163.71794871794873
541	133.0	149.71428571428572
165	30.0	233.73333333333332
492	55.0	176.85454545454544
110	133.0	138.0
670	46.0	178.2608695652174
591	84.0	173.07142857142858
103	29.0	295.17241379310343
862	165.0	186.44242424242424
756	109.0	182.96330275229357
917	35.0	213.0
394	149.0	182.16107382550337
649	24.0	247.45833333333334
159	107.0	160.3177570093458
681	22.0	175.4090909090909
818	21.0	226.47619047619048
720	30.0	150.06666666666666
680	38.0	257.5
2	62.0	201.3709677419355
488	154.0	207.2792207792208
736	24.0	197.20833333333334
884	43.0	163.69767441860466
108	33.0	256.3636363636364
727	322.0	141.84782608695653
903	136.0	174.52941176470588
469	43.0	148.1860465116279
656	24.0	172.75
335	22.0	230.04545454545453
922	127.0	190.3464566929134
188	112.0	205.34821428571428
910	60.0	262.65
217	76.0	183.3815789473684
868	208.0	156.3125
309	20.0	161.7
794	39.0	205.89743589743588
752	73.0	137.27397260273972
478	113.0	180.0353982300885
389	271.0	138.46863468634686
651	21.0	208.95238095238096
85	288.0	152.20833333333334
357	76.0	167.6578947368421
778	65.0	201.2923076923077
386	23.0	251.82608695652175
636	20.0	255.15
667	47.0	206.04255319148936
734	64.0	223.5625
801	26.0	192.46153846153845
367	58.0	156.51724137931035
888	20.0	218.2
253	97.0	210.64948453608247
551	334.0	151.03293413173654
306	32.0	187.34375
642	318.0	116.35849056603773
152	106.0	161.54716981132074
894	245.0	120.33061224489796
631	20.0	196.55
193	121.0	176.60330578512398
220	22.0	235.86363636363637
280	258.0	151.58527131782947
831	73.0	228.65753424657535
383	71.0	174.7605633802817
739	35.0	248.14285714285714
811	21.0	215.42857142857142
853	41.0	186.85365853658536
533	260.0	178.5730769230769
595	96.0	156.44791666666666
379	196.0	169.5408163265306
205	22.0	244.0909090909091
423	64.0	183.015625
919	217.0	161.5483870967742
797	26.0	218.76923076923077
847	146.0	180.36301369863014
544	31.0	210.1290322580645
588	225.0	160.05333333333334
924	82.0	222.3048780487805
715	167.0	180.88023952095807
166	20.0	241.9
163	23.0	281.3478260869565
843	204.0	167.2058823529412
621	171.0	152.5438596491228
445	135.0	168.45185185185184
440	51.0	123.3529411764706
320	154.0	161.7792207792208
139	24.0	200.0
366	33.0	133.84848484848484
940	107.0	207.92523364485982
39	22.0	225.54545454545453
270	138.0	146.08695652173913
322	51.0	199.9607843137255
34	20.0	162.1
857	22.0	180.9090909090909
184	251.0	151.17529880478088
409	203.0	138.25615763546799
743	35.0	247.17142857142858
255	83.0	161.6144578313253
356	24.0	225.83333333333334
240	24.0	208.54166666666666
626	32.0	197.1875
668	46.0	212.93478260869566
76	82.0	161.609756097561
937	40.0	203.525
104	111.0	189.85585585585585
298	127.0	204.96850393700788
664	166.0	179.72289156626505
391	121.0	205.44628099173553
759	32.0	287.15625
64	200.0	192.41
69	65.0	237.27692307692308
290	150.0	183.88
237	48.0	203.79166666666666
512	21.0	274.8095238095238
377	33.0	243.45454545454547
78	21.0	209.8095238095238
146	29.0	196.0344827586207
548	155.0	181.56774193548387
428	55.0	152.76363636363635
700	21.0	295.76190476190476
928	32.0	205.28125
511	24.0	167.75
584	24.0	226.04166666666666
846	405.0	120.27160493827161
506	242.0	146.74380165289256
278	23.0	241.04347826086956
669	100.0	212.21
754	34.0	178.88235294117646
73	66.0	209.1818181818182
570	22.0	224.95454545454547
